instance,status,meanSolverTime
inst-362-215827268,tooEasy,0.01
inst-362-484122292,tooEasy,0.025
inst-362-715166324,tooEasy,0.013
inst-362-875407424,tooEasy,0.004
inst-36-484122292,tooEasy,0.01
inst-365-1242700005,tooEasy,0.016
inst-365-1401207286,tooEasy,0.006
inst-365-19034017,tooEasy,0.009
inst-365-1927683781,tooEasy,0.039
inst-365-1986116737,tooEasy,0.009
inst-365-2112075539,tooEasy,0.051
inst-365-215827268,tooEasy,0.035
inst-365-484122292,tooEasy,0.033
inst-365-715166324,tooEasy,0.009
inst-365-875407424,tooEasy,0.004
inst-366-1242700005,tooEasy,0.017
inst-366-1401207286,tooEasy,0.027
inst-366-19034017,tooEasy,0.02
inst-366-1927683781,tooEasy,0.021
inst-366-1986116737,tooEasy,0.008
inst-366-2112075539,tooEasy,0.016
inst-366-215827268,tooEasy,0.062
inst-366-484122292,tooEasy,0.023
inst-366-715166324,tooEasy,0.048
inst-366-875407424,tooEasy,0.016
inst-367-1014571339,solverTimeOut,0
inst-367-1242700005,solverTimeOut,0
inst-367-1401207286,tooEasy,0.025
inst-36-715166324,tooEasy,0.052
inst-367-1710883418,solverTimeOut,0
inst-367-19034017,tooEasy,0.021
inst-367-1927683781,graded,251.63
inst-367-1986116737,tooEasy,0.027
inst-367-2112075539,graded,1120.644
inst-367-215827268,tooEasy,0.026
inst-367-322757527,tooEasy,0.005
inst-367-484122292,tooEasy,0.02
inst-367-715166324,tooEasy,0.014
inst-367-875407424,tooEasy,0.012
inst-368-1014571339,tooEasy,2.386
inst-368-1242700005,tooEasy,0.02
inst-368-1401207286,tooEasy,1.981
inst-368-1710883418,tooEasy,0.008
inst-368-19034017,tooEasy,2.318
inst-368-1927683781,tooEasy,0.042
inst-368-1986116737,tooEasy,0.953
inst-368-2112075539,tooEasy,0.017
inst-368-215827268,tooEasy,5.254
inst-368-322757527,tooEasy,2.492
inst-368-484122292,tooEasy,0.041
inst-368-715166324,tooEasy,0.077
inst-36-875407424,tooEasy,0.004
inst-368-875407424,tooEasy,2.538
inst-369-1242700005,tooEasy,0.029
inst-369-1401207286,tooEasy,0.009
inst-369-19034017,tooEasy,0.005
inst-369-1927683781,tooEasy,0.058
inst-369-1986116737,tooEasy,0.008
inst-369-2112075539,tooEasy,0.058
inst-369-215827268,tooEasy,0.03
inst-369-484122292,tooEasy,0.03
inst-369-715166324,tooEasy,0.065
inst-369-875407424,tooEasy,0.005
inst-371-1927683781,solverTimeOut,0
inst-371-2112075539,tooEasy,0.096
inst-371-215827268,tooEasy,0.004
inst-37-1242700005,tooEasy,0.011
inst-371-484122292,tooEasy,0.014
inst-3-715166324,tooEasy,0.041
inst-37-1710883418,tooEasy,0.005
inst-371-715166324,solverTimeOut,0
inst-37-1986116737,tooEasy,0.012
inst-37-215827268,tooEasy,0.017
inst-372-1927683781,solverTimeOut,0
inst-372-2112075539,solverTimeOut,0
inst-372-215827268,solverTimeOut,0
inst-372-484122292,solverTimeOut,0
inst-372-715166324,solverTimeOut,0
inst-374-1927683781,solverTimeOut,0
inst-374-2112075539,tooEasy,0.027
inst-374-215827268,tooEasy,0.005
inst-374-484122292,tooEasy,0.022
inst-374-715166324,tooEasy,0.007
inst-37-484122292,tooEasy,0.015
inst-376-1242700005,tooEasy,0.003
inst-376-1401207286,tooEasy,0.004
inst-376-19034017,solverTimeOut,0
inst-376-1927683781,tooEasy,0.018
inst-376-1986116737,solverTimeOut,0
inst-376-2112075539,graded,97.31
inst-376-215827268,solverTimeOut,0
inst-376-484122292,tooEasy,1.427
inst-376-715166324,graded,381.245
inst-376-875407424,tooEasy,0.409
inst-37-715166324,tooEasy,0.073
inst-378-1927683781,graded,123.869
inst-378-2112075539,solverTimeOut,0
inst-378-215827268,solverTimeOut,0
inst-378-484122292,solverTimeOut,0
inst-378-715166324,solverTimeOut,0
inst-37-875407424,tooEasy,0.067
inst-379-1242700005,tooEasy,0.028
inst-379-1401207286,tooEasy,0.007
inst-379-19034017,tooEasy,0.005
inst-379-1927683781,tooEasy,0.041
inst-379-1986116737,tooEasy,0.004
inst-379-2112075539,tooEasy,0.033
inst-379-215827268,tooEasy,0.069
inst-379-484122292,tooEasy,0.026
inst-379-715166324,tooEasy,0.064
inst-379-875407424,tooEasy,0.014
inst-380-1927683781,tooEasy,0.053
inst-380-2112075539,graded,40.382
inst-380-215827268,tooEasy,4.038
inst-380-484122292,solverTimeOut,0
inst-380-715166324,solverTimeOut,0
inst-381-1927683781,solverTimeOut,0
inst-381-2112075539,solverTimeOut,0
inst-381-215827268,tooEasy,0.005
inst-381-484122292,solverTimeOut,0
inst-381-715166324,solverTimeOut,0
inst-382-1927683781,tooEasy,0.056
inst-382-2112075539,solverTimeOut,0
inst-382-215827268,solverTimeOut,0
inst-382-484122292,solverTimeOut,0
inst-382-715166324,tooEasy,0.092
inst-383-1014571339,tooEasy,2.566
inst-383-1242700005,tooEasy,0.02
inst-383-1401207286,graded,38.668
inst-383-1710883418,tooEasy,0.326
inst-383-19034017,tooEasy,0.013
inst-383-1927683781,tooEasy,0.326
inst-383-1986116737,tooEasy,0.015
inst-383-2112075539,tooEasy,0.022
inst-383-215827268,tooEasy,0.058
inst-383-322757527,tooEasy,0.009
inst-383-484122292,graded,16.428
inst-383-715166324,graded,16.631
inst-383-875407424,graded,11.746
inst-384-1014571339,tooEasy,0.266
inst-384-1242700005,tooEasy,0.037
inst-384-1401207286,tooEasy,0.019
inst-384-1710883418,tooEasy,0.019
inst-384-19034017,tooEasy,0.568
inst-384-1927683781,tooEasy,0.037
inst-384-1986116737,tooEasy,0.025
inst-384-2112075539,tooEasy,0.053
inst-384-215827268,tooEasy,0.087
inst-384-322757527,tooEasy,0.014
inst-384-484122292,tooEasy,0.028
inst-384-715166324,tooEasy,0.05
inst-384-875407424,tooEasy,8.158
inst-387-1242700005,tooEasy,0.012
inst-387-1401207286,tooEasy,0.006
inst-387-19034017,tooEasy,0.004
inst-387-1927683781,tooEasy,0.058
inst-387-1986116737,tooEasy,0.01
inst-387-2112075539,tooEasy,0.03
inst-387-215827268,tooEasy,0.041
inst-387-484122292,tooEasy,0.083
inst-3-875407424,tooEasy,0.041
inst-387-715166324,tooEasy,0.055
inst-387-875407424,tooEasy,0.007
inst-389-1927683781,solverTimeOut,0
inst-389-2112075539,graded,266.041
inst-389-215827268,graded,93.767
inst-389-484122292,tooEasy,0.021
inst-389-715166324,solverTimeOut,0
inst-390-1927683781,tooEasy,0.011
inst-390-2112075539,solverTimeOut,0
inst-390-215827268,solverTimeOut,0
inst-390-484122292,tooEasy,0.358
inst-390-715166324,solverTimeOut,0
inst-391-1014571339,tooEasy,0.032
inst-391-1242700005,solverTimeOut,0
inst-391-1401207286,graded,883.677
inst-391-1710883418,graded,187.087
inst-391-19034017,solverTimeOut,0
inst-391-1927683781,tooEasy,0.094
inst-391-1986116737,solverTimeOut,0
inst-391-2112075539,solverTimeOut,0
inst-391-215827268,graded,788.813
inst-391-322757527,graded,102.255
inst-391-484122292,graded,84.364
inst-391-715166324,tooEasy,0.072
inst-391-875407424,tooEasy,0.069
inst-393-1014571339,tooEasy,0.005
inst-393-1242700005,tooEasy,0.012
inst-393-1401207286,tooEasy,0.568
inst-393-1710883418,tooEasy,0.007
inst-393-19034017,tooEasy,4.674
inst-393-1927683781,tooEasy,1.005
inst-393-1986116737,tooEasy,0.531
inst-393-2112075539,tooEasy,0.005
inst-393-215827268,tooEasy,0.024
inst-393-322757527,tooEasy,0.006
inst-393-484122292,graded,19.282
inst-393-715166324,tooEasy,9.505
inst-393-875407424,tooEasy,0.008
inst-395-1014571339,tooEasy,0.076
inst-395-1242700005,tooEasy,0.044
inst-395-1401207286,solverTimeOut,0
inst-395-1710883418,tooEasy,0.018
inst-395-19034017,solverTimeOut,0
inst-395-1927683781,tooEasy,0.047
inst-395-1986116737,tooEasy,0.015
inst-395-2112075539,solverTimeOut,0
inst-395-215827268,tooEasy,7.465
inst-395-322757527,tooEasy,0.045
inst-395-484122292,tooEasy,0.074
inst-395-715166324,tooEasy,0.38
inst-395-875407424,graded,18.945
inst-397-1927683781,tooEasy,0.026
inst-397-2112075539,solverTimeOut,0
inst-397-215827268,tooEasy,0.005
inst-397-484122292,tooEasy,0.019
inst-397-715166324,tooEasy,0.005
inst-398-1927683781,tooEasy,0.008
inst-398-2112075539,tooEasy,0.022
inst-398-215827268,tooEasy,0.093
inst-398-484122292,tooEasy,0.02
inst-398-715166324,tooEasy,0.028
inst-400-1927683781,tooEasy,0.014
inst-400-2112075539,tooEasy,0.005
inst-400-215827268,tooEasy,0.005
inst-400-484122292,tooEasy,0.031
inst-400-715166324,tooEasy,0.063
inst-40-1242700005,solverTimeOut,0
inst-40-1986116737,solverTimeOut,0
inst-40-484122292,solverTimeOut,0
inst-405-1242700005,solverTimeOut,0
inst-405-1401207286,solverTimeOut,0
inst-405-19034017,tooEasy,0.514
inst-405-1927683781,tooEasy,0.014
inst-405-1986116737,tooEasy,0.006
inst-405-2112075539,tooEasy,0.004
inst-405-215827268,tooEasy,0.058
inst-405-484122292,tooEasy,0.046
inst-405-715166324,tooEasy,0.072
inst-405-875407424,solverTimeOut,0
inst-406-1927683781,tooEasy,0.046
inst-406-2112075539,tooEasy,0.204
inst-406-215827268,solverTimeOut,0
inst-406-484122292,tooEasy,0.005
inst-406-715166324,solverTimeOut,0
inst-40-715166324,solverTimeOut,0
inst-40-875407424,solverTimeOut,0
inst-41-1242700005,tooEasy,0.01
inst-41-1986116737,tooEasy,0.057
inst-4-1242700005,solverTimeOut,0
inst-41-484122292,tooEasy,0.004
inst-415-1242700005,tooEasy,0.026
inst-415-1401207286,tooEasy,0.076
inst-415-19034017,solverTimeOut,0
inst-415-1927683781,tooEasy,0.023
inst-415-1986116737,tooEasy,0.012
inst-415-2112075539,tooEasy,0.061
inst-415-215827268,tooEasy,0.028
inst-415-484122292,tooEasy,0.034
inst-415-715166324,tooEasy,0.019
inst-415-875407424,tooEasy,0.004
inst-41-715166324,tooEasy,0.053
inst-417-1927683781,tooEasy,0.043
inst-417-2112075539,tooEasy,0.044
inst-417-215827268,tooEasy,0.055
inst-417-484122292,solverTimeOut,0
inst-417-715166324,tooEasy,0.043
inst-418-1927683781,solverTimeOut,0
inst-418-2112075539,solverTimeOut,0
inst-418-215827268,tooEasy,0.008
inst-418-484122292,solverTimeOut,0
inst-418-715166324,solverTimeOut,0
inst-41-875407424,tooEasy,0.021
inst-4-1986116737,solverTimeOut,0
inst-42-1014571339,tooEasy,0.017
inst-421-1014571339,solverTimeOut,0
inst-421-1242700005,graded,11.179
inst-421-1401207286,tooEasy,0.197
inst-421-1710883418,tooEasy,0.237
inst-421-19034017,graded,26.182
inst-421-1927683781,tooEasy,0.068
inst-421-1986116737,tooEasy,0.017
inst-421-2112075539,tooEasy,0.031
inst-421-215827268,tooEasy,0.082
inst-42-1242700005,tooEasy,0.084
inst-421-322757527,tooEasy,0.014
inst-42-1401207286,tooEasy,0.003
inst-421-484122292,tooEasy,0.048
inst-42-1710883418,tooEasy,0.033
inst-421-715166324,tooEasy,0.024
inst-421-875407424,tooEasy,0.118
inst-42-1986116737,tooEasy,0.059
inst-42-215827268,tooEasy,0.013
inst-422-1927683781,solverTimeOut,0
inst-422-2112075539,solverTimeOut,0
inst-422-215827268,tooEasy,0.007
inst-422-484122292,tooEasy,0.006
inst-422-715166324,tooEasy,0.007
inst-424-1014571339,tooEasy,0.023
inst-424-1242700005,tooEasy,0.052
inst-424-1401207286,tooEasy,0.012
inst-424-1710883418,solverTimeOut,0
inst-424-19034017,tooEasy,0.015
inst-424-1927683781,tooEasy,0.067
inst-424-1986116737,tooEasy,0.419
inst-424-2112075539,tooEasy,0.013
inst-424-215827268,solverTimeOut,0
inst-424-322757527,tooEasy,0.883
inst-424-484122292,tooEasy,1.306
inst-424-715166324,tooEasy,0.275
inst-42-484122292,tooEasy,0.06
inst-424-875407424,tooEasy,0.908
inst-425-1927683781,solverTimeOut,0
inst-425-2112075539,solverTimeOut,0
inst-425-215827268,solverTimeOut,0
inst-425-484122292,solverTimeOut,0
inst-425-715166324,solverTimeOut,0
inst-426-1927683781,solverTimeOut,0
inst-426-2112075539,graded,421.431
inst-426-215827268,solverTimeOut,0
inst-426-484122292,solverTimeOut,0
inst-426-715166324,graded,27.639
inst-427-1242700005,tooEasy,0.008
inst-427-1401207286,tooEasy,0.004
inst-42-715166324,tooEasy,0.059
inst-427-19034017,tooEasy,0.007
inst-427-1927683781,tooEasy,0.069
inst-427-1986116737,tooEasy,0.005
inst-427-2112075539,tooEasy,0.22
inst-427-215827268,tooEasy,0.005
inst-427-484122292,tooEasy,0.01
inst-427-715166324,tooEasy,0.015
inst-427-875407424,tooEasy,0.017
inst-42-875407424,tooEasy,0.061
inst-429-1927683781,tooEasy,0.038
inst-429-2112075539,tooEasy,0.008
inst-429-215827268,tooEasy,0.007
inst-429-484122292,tooEasy,0.005
inst-429-715166324,tooEasy,0.037
inst-43-1242700005,tooEasy,0.025
inst-43-1986116737,solverTimeOut,0
inst-43-484122292,tooEasy,0.024
inst-43-715166324,solverTimeOut,0
inst-43-875407424,tooEasy,0.089
inst-441-1927683781,solverTimeOut,0
inst-441-2112075539,solverTimeOut,0
inst-441-215827268,solverTimeOut,0
inst-441-484122292,solverTimeOut,0
inst-441-715166324,tooEasy,0.068
inst-442-1927683781,tooEasy,0.027
inst-442-2112075539,tooEasy,0.004
inst-442-215827268,tooEasy,0.006
inst-442-484122292,tooEasy,0.041
inst-442-715166324,tooEasy,0.02
inst-447-1927683781,tooEasy,0.018
inst-447-2112075539,tooEasy,0.107
inst-447-215827268,solverTimeOut,0
inst-447-484122292,tooEasy,0.007
inst-447-715166324,tooEasy,0.07
inst-4-484122292,solverTimeOut,0
inst-455-1927683781,tooEasy,0.004
inst-455-2112075539,tooEasy,0.005
inst-455-215827268,tooEasy,0.008
inst-455-484122292,tooEasy,0.005
inst-455-715166324,tooEasy,0.011
inst-456-1927683781,tooEasy,0.005
inst-456-2112075539,solverTimeOut,0
inst-456-215827268,tooEasy,0.005
inst-456-484122292,solverTimeOut,0
inst-456-715166324,tooEasy,0.005
inst-457-1927683781,tooEasy,0.005
inst-457-2112075539,tooEasy,0.004
inst-457-215827268,tooEasy,0.005
inst-457-484122292,tooEasy,0.005
inst-457-715166324,tooEasy,0.013
inst-458-1927683781,solverTimeOut,0
inst-458-2112075539,solverTimeOut,0
inst-458-215827268,solverTimeOut,0
inst-458-484122292,solverTimeOut,0
inst-458-715166324,solverTimeOut,0
inst-462-1927683781,tooEasy,0.004
inst-462-2112075539,tooEasy,0.006
inst-462-215827268,tooEasy,0.005
inst-462-484122292,tooEasy,0.004
inst-462-715166324,tooEasy,0.006
inst-463-1927683781,tooEasy,0.006
inst-463-2112075539,tooEasy,0.006
inst-463-215827268,tooEasy,0.004
inst-463-484122292,tooEasy,0.004
inst-463-715166324,tooEasy,0.004
inst-464-1927683781,tooEasy,0.004
inst-464-2112075539,tooEasy,0.004
inst-464-215827268,tooEasy,0.02
inst-464-484122292,solverTimeOut,0
inst-464-715166324,solverTimeOut,0
inst-465-1927683781,tooEasy,0.005
inst-465-2112075539,solverTimeOut,0
inst-465-215827268,tooEasy,0.069
inst-465-484122292,tooEasy,0.89
inst-465-715166324,solverTimeOut,0
inst-466-1927683781,solverTimeOut,0
inst-466-2112075539,tooEasy,0.009
inst-466-215827268,solverTimeOut,0
inst-466-484122292,tooEasy,0.004
inst-466-715166324,tooEasy,0.004
inst-4-715166324,solverTimeOut,0
inst-4-875407424,solverTimeOut,0
inst-51-1242700005,tooEasy,0.082
inst-51-1710883418,tooEasy,0.251
inst-51-1986116737,solverTimeOut,0
inst-51-215827268,tooEasy,0.055
inst-51-484122292,tooEasy,0.011
inst-51-715166324,tooEasy,0.036
inst-51-875407424,tooEasy,0.077
inst-52-1014571339,tooEasy,0.011
inst-52-1242700005,tooEasy,0.057
inst-52-1401207286,tooEasy,0.004
inst-52-1710883418,tooEasy,0.005
inst-52-1986116737,tooEasy,0.076
inst-52-215827268,tooEasy,0.035
inst-52-484122292,tooEasy,0.02
inst-52-715166324,tooEasy,0.074
inst-52-875407424,tooEasy,0.05
inst-53-1242700005,tooEasy,0.069
inst-53-1710883418,tooEasy,0.022
inst-53-1986116737,tooEasy,0.061
inst-53-215827268,tooEasy,0.007
inst-53-484122292,tooEasy,0.023
inst-53-715166324,tooEasy,0.016
inst-53-875407424,tooEasy,0.084
inst-54-1242700005,tooEasy,0.102
inst-54-1986116737,solverTimeOut,0
inst-54-484122292,solverTimeOut,0
inst-54-715166324,solverTimeOut,0
inst-54-875407424,solverTimeOut,0
inst-58-1242700005,tooEasy,0.084
inst-58-1710883418,tooEasy,0.004
inst-58-1986116737,tooEasy,0.051
inst-58-215827268,tooEasy,0.005
inst-58-484122292,tooEasy,0.049
inst-58-715166324,tooEasy,0.022
inst-58-875407424,tooEasy,0.102
inst-63-1242700005,tooEasy,0.003
inst-63-1986116737,tooEasy,0.007
inst-63-484122292,tooEasy,1.203
inst-63-715166324,tooEasy,0.028
inst-63-875407424,tooEasy,0.003
inst-65-1242700005,tooEasy,0.008
inst-65-1986116737,tooEasy,0.061
inst-65-484122292,tooEasy,0.007
inst-65-715166324,tooEasy,0.023
inst-65-875407424,tooEasy,0.018
inst-66-1242700005,tooEasy,0.075
inst-66-1710883418,solverTimeOut,0
inst-66-1986116737,tooEasy,0.053
inst-66-215827268,solverTimeOut,0
inst-66-484122292,tooEasy,0.025
inst-66-715166324,tooEasy,0.061
inst-66-875407424,tooEasy,0.059
inst-67-1014571339,tooEasy,0.049
inst-67-1242700005,tooEasy,0.474
inst-67-1401207286,tooEasy,0.016
inst-67-1710883418,tooEasy,0.044
inst-67-19034017,tooEasy,0.377
inst-67-1927683781,tooEasy,0.034
inst-67-1986116737,tooEasy,0.021
inst-67-2112075539,tooEasy,7.407
inst-67-215827268,tooEasy,0.052
inst-67-322757527,tooEasy,0.049
inst-67-484122292,tooEasy,0.375
inst-67-715166324,tooEasy,4.37
inst-67-875407424,tooEasy,0.358
inst-69-1242700005,tooEasy,0.006
inst-69-1986116737,tooEasy,8.559
inst-69-484122292,solverTimeOut,0
inst-69-715166324,solverTimeOut,0
inst-69-875407424,tooEasy,0.004
inst-70-1242700005,tooEasy,0.005
inst-70-1986116737,tooEasy,0.005
inst-70-484122292,tooEasy,1.127
inst-70-715166324,solverTimeOut,0
inst-70-875407424,tooEasy,0.039
inst-7-1242700005,solverTimeOut,0
inst-7-1986116737,tooEasy,0.069
inst-72-1014571339,tooEasy,1.182
inst-72-1242700005,tooEasy,0.206
inst-72-1401207286,solverTimeOut,0
inst-72-1710883418,tooEasy,0.024
inst-72-19034017,solverTimeOut,0
inst-72-1986116737,tooEasy,0.014
inst-72-2112075539,graded,31.081
inst-72-215827268,tooEasy,0.125
inst-72-484122292,solverTimeOut,0
inst-72-715166324,graded,12.299
inst-72-875407424,tooEasy,0.182
inst-7-484122292,solverTimeOut,0
inst-75-1242700005,solverTimeOut,0
inst-75-1710883418,solverTimeOut,0
inst-75-1986116737,tooEasy,0.066
inst-75-215827268,solverTimeOut,0
inst-75-484122292,solverTimeOut,0
inst-75-715166324,tooEasy,0.127
inst-75-875407424,tooEasy,0.086
inst-77-1242700005,tooEasy,0.007
inst-7-715166324,solverTimeOut,0
inst-77-1986116737,tooEasy,0.013
inst-77-484122292,tooEasy,0.008
inst-77-715166324,tooEasy,0.04
inst-77-875407424,tooEasy,0.011
inst-7-875407424,solverTimeOut,0
inst-83-1242700005,tooEasy,0.024
inst-83-1986116737,tooEasy,0.008
inst-83-484122292,tooEasy,0.006
inst-83-715166324,tooEasy,0.015
inst-83-875407424,tooEasy,0.036
inst-86-1242700005,tooEasy,0.029
inst-86-1986116737,tooEasy,0.01
inst-86-484122292,tooEasy,0.004
inst-86-715166324,tooEasy,0.052
inst-86-875407424,tooEasy,0.041
inst-88-1242700005,solverTimeOut,0
inst-88-1986116737,solverTimeOut,0
inst-88-484122292,solverTimeOut,0
inst-88-715166324,tooEasy,0.029
inst-88-875407424,tooEasy,0.029
inst-91-1242700005,tooEasy,0.004
inst-91-1986116737,tooEasy,0.005
inst-9-1242700005,tooEasy,0.048
inst-91-484122292,tooEasy,0.005
inst-9-1710883418,tooEasy,0.023
inst-91-715166324,tooEasy,0.018
inst-91-875407424,tooEasy,0.004
inst-9-1986116737,tooEasy,0.051
inst-9-215827268,tooEasy,0.028
inst-9-484122292,tooEasy,0.028
inst-9-715166324,tooEasy,0.031
inst-9-875407424,tooEasy,0.058
