instance,status,meanSolverTime
inst-244-1986116737,tooEasy,0.206
inst-244-2112075539,tooEasy,0.08
inst-244-215827268,tooEasy,1.447
inst-244-322757527,tooEasy,0.61
inst-244-484122292,tooEasy,0.012
inst-244-633239544,solverTimeOut,0
inst-244-715166324,tooEasy,0.399
inst-244-875407424,tooEasy,0.294
inst-246-1014571339,solverTimeOut,0
inst-246-1242700005,solverTimeOut,0
inst-246-1710883418,solverTimeOut,0
inst-246-715166324,tooEasy,0.005
inst-246-875407424,tooEasy,0.068
inst-248-1014571339,solverTimeOut,0
inst-248-1242700005,solverTimeOut,0
inst-248-1710883418,solverTimeOut,0
inst-248-715166324,solverTimeOut,0
inst-248-875407424,solverTimeOut,0
inst-250-1014571339,tooEasy,0.005
inst-250-1242700005,tooEasy,0.005
inst-250-1710883418,tooEasy,0.011
inst-250-715166324,tooEasy,0.005
inst-250-875407424,tooEasy,0.005
inst-251-1014571339,solverTimeOut,0
inst-251-1242700005,solverTimeOut,0
inst-251-1710883418,graded,1004.595
inst-251-715166324,solverTimeOut,0
inst-251-875407424,tooEasy,3.058
inst-252-1014571339,solverTimeOut,0
inst-252-1242700005,graded,33.491
inst-252-1710883418,tooEasy,0.34
inst-252-1986116737,solverTimeOut,0
inst-252-215827268,solverTimeOut,0
inst-252-715166324,tooEasy,0.013
inst-252-875407424,tooEasy,0.015
inst-255-1401207286,solverTimeOut,0
inst-255-1710883418,solverTimeOut,0
inst-255-2112075539,solverTimeOut,0
inst-255-484122292,solverTimeOut,0
inst-255-875407424,tooEasy,0.097
inst-256-1401207286,solverTimeOut,0
inst-256-1710883418,tooEasy,0.077
inst-256-2112075539,solverTimeOut,0
inst-256-484122292,solverTimeOut,0
inst-256-875407424,solverTimeOut,0
inst-257-1014571339,tooEasy,0.006
inst-257-1242700005,tooEasy,0.004
inst-257-1401207286,tooEasy,0.08
inst-257-1710883418,tooEasy,0.066
inst-257-1986116737,tooEasy,0.004
inst-257-2112075539,tooEasy,0.035
inst-257-215827268,tooEasy,0.007
inst-257-484122292,tooEasy,0.027
inst-257-715166324,tooEasy,0.013
inst-257-875407424,tooEasy,0.022
inst-258-1014571339,tooEasy,0.004
inst-258-1242700005,tooEasy,0.143
inst-258-1401207286,tooEasy,0.036
inst-258-1710883418,solverTimeOut,0
inst-258-1822952153,solverTimeOut,0
inst-258-19034017,tooEasy,0.006
inst-258-1927683781,tooEasy,0.003
inst-258-1986116737,solverTimeOut,0
inst-258-2112075539,graded,1067.252
inst-258-215827268,tooEasy,0.234
inst-258-322757527,solverTimeOut,0
inst-258-484122292,tooEasy,0.14
inst-258-715166324,tooEasy,0.065
inst-258-875407424,tooEasy,0.244
inst-259-1401207286,tooEasy,0.035
inst-259-1710883418,solverTimeOut,0
inst-259-2112075539,tooEasy,0.019
inst-259-484122292,tooEasy,0.033
inst-259-875407424,tooEasy,0.01
inst-262-1014571339,tooEasy,0.006
inst-262-1242700005,tooEasy,0.003
inst-262-1401207286,tooEasy,0.022
inst-262-1710883418,solverTimeOut,0
inst-262-1986116737,tooEasy,0.103
inst-262-2112075539,tooEasy,0.018
inst-262-215827268,solverTimeOut,0
inst-262-484122292,tooEasy,0.07
inst-262-715166324,tooEasy,0.003
inst-262-875407424,tooEasy,0.061
inst-263-1014571339,solverTimeOut,0
inst-263-1242700005,tooEasy,0.031
inst-263-1401207286,tooEasy,0.051
inst-263-1710883418,tooEasy,0.067
inst-263-1986116737,tooEasy,0.007
inst-263-2112075539,tooEasy,0.028
inst-263-215827268,tooEasy,0.003
inst-263-484122292,tooEasy,0.058
inst-263-715166324,solverTimeOut,0
inst-263-875407424,tooEasy,0.053
inst-267-1401207286,solverTimeOut,0
inst-267-1710883418,solverTimeOut,0
inst-267-2112075539,tooEasy,0.167
inst-267-484122292,solverTimeOut,0
inst-267-875407424,tooEasy,0.131
inst-269-1014571339,tooEasy,0.037
inst-269-1242700005,tooEasy,0.005
inst-269-1401207286,tooEasy,0.078
inst-269-1710883418,tooEasy,0.03
inst-269-1986116737,tooEasy,0.174
inst-269-2112075539,tooEasy,0.017
inst-269-215827268,tooEasy,0.013
inst-269-484122292,solverTimeOut,0
inst-269-715166324,tooEasy,0.13
inst-269-875407424,tooEasy,0.151
inst-270-1014571339,tooEasy,0.011
inst-270-1242700005,tooEasy,0.011
inst-270-1401207286,tooEasy,0.041
inst-270-1710883418,tooEasy,0.023
inst-270-1986116737,tooEasy,0.007
inst-270-2112075539,tooEasy,0.034
inst-270-215827268,tooEasy,0.005
inst-270-484122292,tooEasy,0.048
inst-270-715166324,solverTimeOut,0
inst-270-875407424,solverTimeOut,0
inst-272-1401207286,solverTimeOut,0
inst-272-1710883418,solverTimeOut,0
inst-272-2112075539,tooEasy,0.044
inst-272-484122292,tooEasy,0.039
inst-272-875407424,tooEasy,0.052
inst-274-1014571339,tooEasy,0.007
inst-274-1242700005,tooEasy,0.015
inst-274-1401207286,tooEasy,0.472
inst-274-1710883418,tooEasy,0.032
inst-274-1986116737,tooEasy,0.078
inst-274-2112075539,tooEasy,0.024
inst-274-215827268,tooEasy,0.005
inst-274-484122292,tooEasy,0.027
inst-274-715166324,tooEasy,0.012
inst-274-875407424,tooEasy,0.04
inst-278-1401207286,tooEasy,0.005
inst-278-1710883418,tooEasy,0.009
inst-278-2112075539,solverTimeOut,0
inst-278-484122292,tooEasy,0.01
inst-278-875407424,tooEasy,0.006
inst-279-1014571339,solverTimeOut,0
inst-279-1242700005,tooEasy,0.131
inst-279-1401207286,graded,128.592
inst-279-1710883418,tooEasy,1.12
inst-279-1986116737,tooEasy,0.016
inst-279-2112075539,tooEasy,0.035
inst-279-215827268,tooEasy,0.004
inst-279-484122292,solverTimeOut,0
inst-279-715166324,solverTimeOut,0
inst-279-875407424,tooEasy,0.102
inst-28-1242700005,solverTimeOut,0
inst-28-1710883418,tooEasy,0.015
inst-28-1986116737,tooEasy,0.008
inst-282-1401207286,solverTimeOut,0
inst-28-215827268,tooEasy,0.004
inst-282-1710883418,tooEasy,0.078
inst-282-2112075539,tooEasy,2.772
inst-282-484122292,solverTimeOut,0
inst-282-875407424,solverTimeOut,0
inst-283-1401207286,solverTimeOut,0
inst-283-1710883418,tooEasy,0.06
inst-283-2112075539,solverTimeOut,0
inst-283-484122292,tooEasy,0.054
inst-283-875407424,tooEasy,0.047
inst-28-484122292,tooEasy,0.01
inst-285-1401207286,graded,117.606
inst-285-1710883418,graded,172.609
inst-285-2112075539,solverTimeOut,0
inst-285-484122292,solverTimeOut,0
inst-285-875407424,solverTimeOut,0
inst-286-1401207286,solverTimeOut,0
inst-286-1710883418,solverTimeOut,0
inst-286-2112075539,solverTimeOut,0
inst-286-484122292,solverTimeOut,0
inst-286-875407424,solverTimeOut,0
inst-28-715166324,tooEasy,0.249
inst-288-1401207286,tooEasy,0.288
inst-288-1710883418,solverTimeOut,0
inst-288-2112075539,solverTimeOut,0
inst-288-484122292,solverTimeOut,0
inst-28-875407424,solverTimeOut,0
inst-288-875407424,solverTimeOut,0
inst-299-1014571339,tooEasy,0.008
inst-299-1242700005,tooEasy,0.005
inst-299-1401207286,tooEasy,0.011
inst-299-1710883418,tooEasy,0.103
inst-299-1986116737,tooEasy,0.005
inst-299-2112075539,tooEasy,0.033
inst-299-215827268,tooEasy,0.005
inst-299-484122292,tooEasy,0.037
inst-299-715166324,tooEasy,0.005
inst-299-875407424,tooEasy,0.06
inst-301-1401207286,tooEasy,0.027
inst-301-1710883418,tooEasy,0.057
inst-301-2112075539,tooEasy,0.005
inst-30-1242700005,tooEasy,0.038
inst-301-484122292,solverTimeOut,0
inst-30-1710883418,tooEasy,0.03
inst-301-875407424,tooEasy,0.032
inst-30-1986116737,solverTimeOut,0
inst-30-215827268,solverTimeOut,0
inst-303-1014571339,graded,205.495
inst-303-1242700005,tooEasy,4.7
inst-303-1401207286,graded,13.277
inst-303-1710883418,tooEasy,0.111
inst-303-1822952153,tooEasy,0.025
inst-303-19034017,tooEasy,0.045
inst-303-1927683781,graded,187.414
inst-303-1986116737,graded,11.169
inst-303-2112075539,tooEasy,0.038
inst-303-215827268,tooEasy,0.034
inst-303-322757527,solverTimeOut,0
inst-303-484122292,solverTimeOut,0
inst-303-633239544,graded,87.353
inst-303-715166324,graded,24.726
inst-303-875407424,graded,24.554
inst-304-1401207286,solverTimeOut,0
inst-304-1710883418,graded,805.601
inst-304-2112075539,graded,820.499
inst-304-484122292,solverTimeOut,0
inst-30-484122292,tooEasy,0.014
inst-304-875407424,solverTimeOut,0
inst-306-1401207286,solverTimeOut,0
inst-306-1710883418,solverTimeOut,0
inst-306-2112075539,solverTimeOut,0
inst-306-484122292,solverTimeOut,0
inst-306-875407424,graded,679.651
inst-307-1401207286,graded,216.318
inst-30-715166324,tooEasy,0.013
inst-307-1710883418,tooEasy,0.008
inst-307-2112075539,solverTimeOut,0
inst-307-484122292,solverTimeOut,0
inst-307-875407424,tooEasy,0.036
inst-30-875407424,tooEasy,0.065
inst-309-1401207286,solverTimeOut,0
inst-309-1710883418,tooEasy,0.012
inst-309-2112075539,tooEasy,0.013
inst-309-484122292,tooEasy,0.008
inst-309-875407424,solverTimeOut,0
inst-310-1401207286,tooEasy,0.073
inst-310-1710883418,solverTimeOut,0
inst-310-2112075539,solverTimeOut,0
inst-310-484122292,solverTimeOut,0
inst-310-875407424,solverTimeOut,0
inst-31-1242700005,solverTimeOut,0
inst-31-1710883418,solverTimeOut,0
inst-31-1986116737,graded,152.912
inst-312-1401207286,solverTimeOut,0
inst-31-215827268,tooEasy,0.005
inst-312-1710883418,solverTimeOut,0
inst-312-2112075539,solverTimeOut,0
inst-3-1242700005,solverTimeOut,0
inst-312-484122292,solverTimeOut,0
inst-312-875407424,solverTimeOut,0
inst-31-484122292,tooEasy,0.038
inst-31-715166324,solverTimeOut,0
inst-318-1401207286,solverTimeOut,0
inst-318-1710883418,tooEasy,0.063
inst-318-2112075539,solverTimeOut,0
inst-318-484122292,tooEasy,0.9
inst-31-875407424,tooEasy,0.05
inst-318-875407424,solverTimeOut,0
inst-3-1986116737,tooEasy,0.005
inst-320-1014571339,tooEasy,0.033
inst-320-1242700005,tooEasy,0.005
inst-320-1401207286,tooEasy,0.048
inst-320-1710883418,tooEasy,0.061
inst-320-1986116737,tooEasy,0.009
inst-320-2112075539,tooEasy,0.026
inst-320-215827268,tooEasy,0.005
inst-320-484122292,tooEasy,0.014
