instance,status,meanSolverTime
inst-320-715166324,tooEasy,0.004
inst-320-875407424,tooEasy,0.008
inst-32-1242700005,solverTimeOut,0
inst-32-1986116737,tooEasy,0.059
inst-32-484122292,solverTimeOut,0
inst-325-1401207286,tooEasy,0.014
inst-325-1710883418,tooEasy,0.01
inst-325-2112075539,tooEasy,0.004
inst-325-484122292,tooEasy,0.006
inst-325-875407424,solverTimeOut,0
inst-327-1401207286,tooEasy,0.005
inst-32-715166324,tooEasy,0.028
inst-327-1710883418,tooEasy,0.005
inst-327-2112075539,tooEasy,0.006
inst-327-484122292,tooEasy,0.013
inst-327-875407424,tooEasy,0.004
inst-328-1401207286,tooEasy,0.023
inst-328-1710883418,tooEasy,0.006
inst-328-2112075539,tooEasy,0.01
inst-328-484122292,tooEasy,0.011
inst-32-875407424,solverTimeOut,0
inst-328-875407424,tooEasy,0.006
inst-329-1401207286,tooEasy,0.076
inst-329-1710883418,solverTimeOut,0
inst-329-2112075539,tooEasy,0.323
inst-329-484122292,solverTimeOut,0
inst-329-875407424,tooEasy,0.266
inst-331-1401207286,solverTimeOut,0
inst-331-1710883418,solverTimeOut,0
inst-331-2112075539,tooEasy,0.03
inst-331-484122292,tooEasy,0.021
inst-331-875407424,tooEasy,0.021
inst-333-1014571339,tooEasy,0.004
inst-333-1242700005,solverTimeOut,0
inst-333-1401207286,graded,164.609
inst-333-1710883418,solverTimeOut,0
inst-333-1986116737,tooEasy,0.066
inst-333-2112075539,graded,101.964
inst-333-215827268,tooEasy,0.004
inst-333-484122292,tooEasy,0.004
inst-333-715166324,solverTimeOut,0
inst-333-875407424,tooEasy,1.171
inst-334-1401207286,solverTimeOut,0
inst-334-1710883418,solverTimeOut,0
inst-334-2112075539,solverTimeOut,0
inst-334-484122292,solverTimeOut,0
inst-334-875407424,solverTimeOut,0
inst-336-1401207286,tooEasy,0.095
inst-336-1710883418,tooEasy,0.028
inst-336-2112075539,tooEasy,0.018
inst-336-484122292,solverTimeOut,0
inst-336-875407424,tooEasy,0.021
inst-337-1401207286,solverTimeOut,0
inst-337-1710883418,solverTimeOut,0
inst-337-2112075539,solverTimeOut,0
inst-337-484122292,solverTimeOut,0
inst-337-875407424,solverTimeOut,0
inst-339-1401207286,solverTimeOut,0
inst-339-1710883418,solverTimeOut,0
inst-339-2112075539,solverTimeOut,0
inst-339-484122292,solverTimeOut,0
inst-339-875407424,solverTimeOut,0
inst-340-1401207286,solverTimeOut,0
inst-340-1710883418,solverTimeOut,0
inst-340-2112075539,solverTimeOut,0
inst-340-484122292,solverTimeOut,0
inst-340-875407424,solverTimeOut,0
inst-34-1242700005,tooEasy,0.005
inst-34-1710883418,tooEasy,0.004
inst-34-1986116737,solverTimeOut,0
inst-342-1401207286,solverTimeOut,0
inst-34-215827268,tooEasy,0.003
inst-342-1710883418,solverTimeOut,0
inst-342-2112075539,solverTimeOut,0
inst-342-484122292,solverTimeOut,0
inst-342-875407424,solverTimeOut,0
inst-344-1401207286,solverTimeOut,0
inst-344-1710883418,solverTimeOut,0
inst-344-2112075539,solverTimeOut,0
inst-344-484122292,solverTimeOut,0
inst-34-484122292,tooEasy,0.032
inst-344-875407424,solverTimeOut,0
inst-34-715166324,tooEasy,0.09
inst-348-1401207286,tooEasy,0.009
inst-348-1710883418,tooEasy,0.004
inst-348-2112075539,tooEasy,0.006
inst-3-484122292,tooEasy,0.029
inst-348-484122292,solverTimeOut,0
inst-34-875407424,tooEasy,0.043
inst-348-875407424,tooEasy,0.014
inst-352-1401207286,tooEasy,0.008
inst-352-1710883418,tooEasy,0.004
inst-352-2112075539,tooEasy,0.006
inst-352-484122292,tooEasy,0.004
inst-352-875407424,tooEasy,0.004
inst-354-1401207286,tooEasy,0.005
inst-354-1710883418,tooEasy,0.004
inst-354-2112075539,tooEasy,0.004
inst-354-484122292,tooEasy,0.008
inst-354-875407424,tooEasy,0.005
inst-356-1401207286,tooEasy,0.008
inst-356-1710883418,tooEasy,0.003
inst-356-2112075539,tooEasy,0.003
inst-356-484122292,tooEasy,0.009
inst-356-875407424,tooEasy,0.007
inst-357-1242700005,solverTimeOut,0
inst-357-19034017,tooEasy,0.059
inst-357-1986116737,solverTimeOut,0
inst-357-2112075539,solverTimeOut,0
inst-357-322757527,solverTimeOut,0
inst-361-1242700005,solverTimeOut,0
inst-361-19034017,tooEasy,0.005
inst-361-1986116737,tooEasy,0.049
inst-361-2112075539,graded,14.467
inst-36-1242700005,solverTimeOut,0
inst-361-322757527,solverTimeOut,0
inst-36-1986116737,solverTimeOut,0
inst-362-1014571339,solverTimeOut,0
inst-362-1242700005,tooEasy,0.019
inst-362-1401207286,tooEasy,0.024
inst-362-19034017,tooEasy,0.061
inst-362-1927683781,graded,15.975
inst-362-1986116737,tooEasy,0.036
inst-362-2112075539,tooEasy,1.789
inst-362-215827268,solverTimeOut,0
inst-362-322757527,tooEasy,0.093
inst-362-484122292,tooEasy,1.003
inst-362-715166324,tooEasy,0.055
inst-362-875407424,tooEasy,0.008
inst-36-484122292,tooEasy,5.54
inst-365-1014571339,tooEasy,0.012
inst-365-1242700005,tooEasy,0.007
inst-365-1401207286,tooEasy,0.01
inst-365-19034017,tooEasy,1.961
inst-365-1927683781,tooEasy,0.007
inst-365-1986116737,tooEasy,2.212
inst-365-2112075539,tooEasy,0.024
inst-365-215827268,tooEasy,0.014
inst-365-322757527,tooEasy,0.021
inst-365-484122292,tooEasy,0.008
inst-365-715166324,tooEasy,0.004
inst-365-875407424,tooEasy,0.014
inst-366-1014571339,tooEasy,0.222
inst-366-1242700005,solverTimeOut,0
inst-366-1401207286,tooEasy,0.033
inst-366-1710883418,solverTimeOut,0
inst-366-1822952153,tooEasy,0.006
inst-366-19034017,tooEasy,0.163
inst-366-1927683781,tooEasy,0.075
inst-366-1986116737,tooEasy,0.969
inst-366-2112075539,tooEasy,0.022
inst-366-215827268,tooEasy,0.655
inst-366-322757527,tooEasy,0.08
inst-366-484122292,tooEasy,0.069
inst-366-715166324,tooEasy,1.036
inst-366-875407424,tooEasy,0.09
inst-36-715166324,solverTimeOut,0
inst-36-875407424,solverTimeOut,0
inst-370-1242700005,solverTimeOut,0
inst-370-19034017,tooEasy,0.026
inst-370-1986116737,solverTimeOut,0
inst-370-2112075539,solverTimeOut,0
inst-370-322757527,graded,363.701
inst-37-1014571339,tooEasy,0.062
inst-371-1242700005,tooEasy,0.023
inst-371-19034017,tooEasy,0.004
inst-371-1986116737,tooEasy,0.008
inst-371-2112075539,tooEasy,0.025
inst-37-1242700005,tooEasy,0.068
inst-371-322757527,tooEasy,0.043
inst-37-1401207286,tooEasy,0.003
inst-3-715166324,solverTimeOut,0
inst-37-1710883418,tooEasy,0.005
inst-37-1986116737,tooEasy,0.033
inst-37-215827268,tooEasy,0.005
inst-373-1014571339,tooEasy,0.014
inst-373-1242700005,tooEasy,0.708
inst-373-1401207286,solverTimeOut,0
inst-373-1710883418,solverTimeOut,0
inst-373-1822952153,tooEasy,0.396
inst-373-19034017,graded,340.793
inst-373-1927683781,tooEasy,0.735
inst-373-1986116737,tooEasy,2.551
inst-373-2112075539,tooEasy,0.029
inst-373-215827268,solverTimeOut,0
inst-373-322757527,graded,20.15
inst-373-484122292,tooEasy,0.039
inst-373-715166324,tooEasy,3.323
inst-373-875407424,solverTimeOut,0
inst-37-484122292,tooEasy,0.064
inst-375-1242700005,tooEasy,0.006
inst-375-19034017,solverTimeOut,0
inst-375-1986116737,solverTimeOut,0
inst-375-2112075539,tooEasy,0.103
inst-375-322757527,solverTimeOut,0
inst-377-1242700005,tooEasy,0.008
inst-37-715166324,tooEasy,0.024
inst-377-19034017,tooEasy,0.005
inst-377-1986116737,tooEasy,0.023
inst-377-2112075539,solverTimeOut,0
inst-377-322757527,tooEasy,0.071
inst-37-875407424,tooEasy,0.028
inst-380-1242700005,solverTimeOut,0
inst-380-19034017,solverTimeOut,0
inst-380-1986116737,solverTimeOut,0
inst-380-2112075539,solverTimeOut,0
inst-380-322757527,solverTimeOut,0
inst-383-1242700005,solverTimeOut,0
inst-383-19034017,tooEasy,0.679
inst-383-1986116737,solverTimeOut,0
inst-383-2112075539,tooEasy,0.009
inst-383-322757527,solverTimeOut,0
inst-386-1242700005,solverTimeOut,0
inst-386-19034017,solverTimeOut,0
inst-386-1986116737,tooEasy,1.45
inst-386-2112075539,solverTimeOut,0
inst-386-322757527,solverTimeOut,0
inst-3-875407424,solverTimeOut,0
inst-389-1014571339,tooEasy,0.113
inst-389-1242700005,tooEasy,0.203
inst-389-1401207286,tooEasy,0.087
inst-389-1710883418,tooEasy,0.049
inst-389-1822952153,tooEasy,0.087
inst-389-19034017,tooEasy,0.029
inst-389-1927683781,tooEasy,0.004
inst-389-1986116737,tooEasy,0.066
inst-389-2112075539,tooEasy,0.113
inst-389-215827268,tooEasy,0.076
inst-389-322757527,tooEasy,0.072
inst-389-484122292,tooEasy,0.004
inst-389-715166324,tooEasy,0.084
inst-389-875407424,tooEasy,0.755
inst-392-1242700005,tooEasy,0.141
inst-392-19034017,solverTimeOut,0
inst-392-1986116737,graded,779.044
inst-392-2112075539,solverTimeOut,0
inst-392-322757527,tooEasy,0.135
inst-393-1242700005,graded,13.571
inst-393-19034017,solverTimeOut,0
inst-393-1986116737,solverTimeOut,0
inst-393-2112075539,solverTimeOut,0
inst-393-322757527,solverTimeOut,0
inst-395-1242700005,tooEasy,0.089
inst-395-19034017,solverTimeOut,0
inst-395-1986116737,tooEasy,0.005
inst-395-2112075539,tooEasy,0.021
inst-395-322757527,solverTimeOut,0
inst-396-1014571339,solverTimeOut,0
inst-396-1242700005,graded,36.478
inst-396-1401207286,tooEasy,2.442
inst-396-1710883418,tooEasy,0.011
inst-396-1822952153,tooEasy,0.017
inst-396-19034017,tooEasy,0.13
inst-396-1927683781,tooEasy,0.008
inst-396-1986116737,graded,42.866
inst-396-2112075539,graded,15.685
inst-396-215827268,solverTimeOut,0
inst-396-322757527,solverTimeOut,0
inst-396-484122292,tooEasy,2.586
inst-396-633239544,tooEasy,0.038
inst-396-715166324,tooEasy,0.066
inst-396-875407424,graded,89.145
inst-397-1242700005,solverTimeOut,0
inst-397-19034017,tooEasy,0.091
inst-397-1986116737,solverTimeOut,0
inst-397-2112075539,tooEasy,0.007
inst-397-322757527,tooEasy,0.006
inst-399-1014571339,tooEasy,0.049
inst-399-1242700005,tooEasy,0.269
inst-399-1401207286,tooEasy,0.037
inst-399-19034017,tooEasy,0.053
inst-399-1927683781,tooEasy,0.004
inst-399-1986116737,tooEasy,0.11
inst-399-2112075539,solverTimeOut,0
inst-399-215827268,solverTimeOut,0
inst-399-322757527,tooEasy,0.249
inst-399-484122292,solverTimeOut,0
inst-399-715166324,tooEasy,0.032
inst-399-875407424,solverTimeOut,0
inst-401-1014571339,solverTimeOut,0
inst-401-1242700005,tooEasy,0.224
inst-401-1401207286,tooEasy,0.004
inst-401-19034017,tooEasy,0.079
inst-401-1927683781,tooEasy,0.004
inst-401-1986116737,tooEasy,0.069
inst-401-2112075539,tooEasy,0.119
inst-401-215827268,tooEasy,0.011
inst-40-1242700005,solverTimeOut,0
inst-401-322757527,tooEasy,0.046
inst-401-484122292,tooEasy,0.047
inst-401-715166324,solverTimeOut,0
inst-401-875407424,tooEasy,0.014
inst-40-1986116737,solverTimeOut,0
inst-402-1242700005,solverTimeOut,0
inst-402-19034017,solverTimeOut,0
inst-402-1986116737,solverTimeOut,0
inst-402-2112075539,solverTimeOut,0
inst-402-322757527,solverTimeOut,0
inst-403-1242700005,tooEasy,0.058
inst-403-19034017,tooEasy,0.087
inst-403-1986116737,solverTimeOut,0
inst-403-2112075539,tooEasy,0.349
inst-403-322757527,solverTimeOut,0
inst-404-1242700005,solverTimeOut,0
inst-404-19034017,solverTimeOut,0
inst-404-1986116737,solverTimeOut,0
inst-404-2112075539,solverTimeOut,0
inst-404-322757527,tooEasy,0.042
inst-40-484122292,solverTimeOut,0
inst-405-1014571339,tooEasy,0.004
inst-405-1242700005,tooEasy,0.036
inst-405-1401207286,tooEasy,0.005
inst-405-19034017,tooEasy,0.054
inst-405-1927683781,tooEasy,0.004
inst-405-1986116737,tooEasy,0.082
inst-405-2112075539,tooEasy,0.037
inst-405-215827268,tooEasy,0.004
inst-405-322757527,tooEasy,0.016
inst-405-484122292,tooEasy,0.004
inst-405-715166324,tooEasy,0.007
inst-405-875407424,tooEasy,0.006
inst-407-1242700005,tooEasy,0.049
inst-40-715166324,solverTimeOut,0
inst-407-19034017,tooEasy,0.021
inst-407-1986116737,tooEasy,0.06
inst-407-2112075539,tooEasy,0.014
inst-407-322757527,tooEasy,0.005
inst-40-875407424,solverTimeOut,0
inst-410-1242700005,tooEasy,0.105
inst-410-19034017,solverTimeOut,0
inst-410-1986116737,tooEasy,0.052
inst-410-2112075539,tooEasy,0.057
inst-410-322757527,solverTimeOut,0
inst-41-1242700005,tooEasy,0.007
inst-41-1710883418,tooEasy,0.004
inst-41-1986116737,tooEasy,0.009
inst-412-1242700005,solverTimeOut,0
inst-41-215827268,tooEasy,0.004
inst-412-19034017,solverTimeOut,0
inst-412-1986116737,graded,14.236
inst-412-2112075539,solverTimeOut,0
inst-412-322757527,tooEasy,0.028
inst-4-1242700005,solverTimeOut,0
inst-413-1242700005,tooEasy,0.012
inst-413-19034017,tooEasy,0.049
inst-413-1986116737,solverTimeOut,0
inst-413-2112075539,tooEasy,0.035
inst-413-322757527,solverTimeOut,0
inst-41-484122292,tooEasy,0.004
inst-41-715166324,tooEasy,0.05
inst-41-875407424,tooEasy,0.005
inst-419-1242700005,tooEasy,0.006
inst-419-19034017,tooEasy,0.018
inst-419-1986116737,tooEasy,0.006
inst-419-2112075539,tooEasy,0.005
inst-419-322757527,tooEasy,0.004
inst-4-1986116737,solverTimeOut,0
inst-420-1242700005,tooEasy,0.005
inst-420-19034017,tooEasy,0.004
inst-420-1986116737,tooEasy,0.144
inst-420-2112075539,tooEasy,0.004
inst-420-322757527,tooEasy,0.358
inst-42-1242700005,tooEasy,0.043
inst-42-1710883418,tooEasy,0.004
inst-42-1986116737,tooEasy,0.025
inst-42-215827268,tooEasy,0.03
inst-42-484122292,tooEasy,0.005
inst-425-1242700005,graded,27.295
inst-425-19034017,solverTimeOut,0
inst-425-1986116737,tooEasy,0.005
inst-425-2112075539,tooEasy,0.005
inst-425-322757527,tooEasy,0.177
inst-42-715166324,solverTimeOut,0
inst-428-1242700005,tooEasy,0.006
inst-428-19034017,solverTimeOut,0
inst-428-1986116737,tooEasy,0.025
inst-428-2112075539,tooEasy,0.004
inst-428-322757527,tooEasy,0.006
inst-42-875407424,solverTimeOut,0
inst-430-1242700005,tooEasy,0.005
inst-430-19034017,tooEasy,0.004
inst-430-1986116737,tooEasy,0.004
inst-430-2112075539,tooEasy,0.005
inst-430-322757527,tooEasy,0.007
inst-43-1242700005,solverTimeOut,0
inst-43-1986116737,solverTimeOut,0
inst-432-1242700005,solverTimeOut,0
inst-432-19034017,tooEasy,0.005
inst-432-1986116737,solverTimeOut,0
inst-432-2112075539,tooEasy,0.005
inst-432-322757527,tooEasy,0.006
inst-433-1242700005,tooEasy,0.022
inst-433-19034017,tooEasy,0.004
inst-433-1986116737,solverTimeOut,0
inst-433-2112075539,tooEasy,0.005
inst-433-322757527,tooEasy,0.005
inst-43-484122292,solverTimeOut,0
inst-436-1242700005,tooEasy,0.007
inst-436-19034017,tooEasy,0.005
inst-436-1986116737,solverTimeOut,0
inst-436-2112075539,solverTimeOut,0
inst-436-322757527,solverTimeOut,0
inst-437-1242700005,tooEasy,0.005
inst-43-715166324,tooEasy,0.065
inst-437-19034017,tooEasy,0.005
inst-437-1986116737,tooEasy,0.005
inst-437-2112075539,tooEasy,0.004
inst-437-322757527,tooEasy,0.034
inst-43-875407424,tooEasy,0.065
inst-440-1242700005,solverTimeOut,0
inst-440-19034017,tooEasy,0.01
inst-440-1986116737,graded,41.354
inst-440-2112075539,tooEasy,0.004
inst-440-322757527,solverTimeOut,0
inst-441-1014571339,solverTimeOut,0
inst-441-1242700005,solverTimeOut,0
inst-441-1401207286,graded,150.841
inst-441-1710883418,tooEasy,0.184
inst-441-1822952153,tooEasy,0.249
inst-441-19034017,graded,72.153
inst-441-1927683781,tooEasy,0.033
inst-441-1986116737,tooEasy,0.105
inst-441-2112075539,tooEasy,0.018
inst-441-215827268,graded,88.125
inst-441-322757527,tooEasy,0.843
inst-441-484122292,tooEasy,2.65
inst-441-633239544,tooEasy,0.048
inst-441-715166324,graded,31.534
inst-441-875407424,tooEasy,0.04
inst-443-1242700005,tooEasy,0.005
inst-443-19034017,tooEasy,0.007
inst-443-1986116737,solverTimeOut,0
inst-443-2112075539,tooEasy,0.024
inst-443-322757527,solverTimeOut,0
inst-446-1242700005,graded,82.684
inst-446-19034017,solverTimeOut,0
inst-446-1986116737,tooEasy,0.004
inst-446-2112075539,tooEasy,0.015
inst-446-322757527,tooEasy,0.005
inst-447-1242700005,tooEasy,0.051
inst-447-19034017,solverTimeOut,0
inst-447-1986116737,tooEasy,0.318
inst-447-2112075539,solverTimeOut,0
inst-447-322757527,tooEasy,0.166
inst-448-1014571339,graded,18.111
inst-448-1242700005,graded,189.859
inst-448-1401207286,tooEasy,0.011
inst-448-1710883418,tooEasy,0.005
inst-448-1822952153,tooEasy,0.194
inst-448-19034017,tooEasy,0.012
inst-448-1927683781,tooEasy,3.869
inst-448-1986116737,graded,134.14
inst-448-2112075539,tooEasy,0.068
inst-448-215827268,tooEasy,0.004
inst-448-322757527,tooEasy,0.004
inst-4-484122292,solverTimeOut,0
inst-448-484122292,tooEasy,0.003
inst-448-715166324,tooEasy,0.009
inst-448-875407424,tooEasy,0.019
inst-449-1242700005,solverTimeOut,0
inst-449-19034017,solverTimeOut,0
inst-449-1986116737,solverTimeOut,0
inst-449-2112075539,tooEasy,0.047
inst-449-322757527,solverTimeOut,0
inst-452-1242700005,solverTimeOut,0
inst-452-19034017,solverTimeOut,0
inst-452-1986116737,solverTimeOut,0
inst-452-2112075539,solverTimeOut,0
inst-452-322757527,solverTimeOut,0
inst-453-1242700005,solverTimeOut,0
inst-453-19034017,tooEasy,0.004
inst-453-1986116737,solverTimeOut,0
inst-453-2112075539,solverTimeOut,0
inst-453-322757527,solverTimeOut,0
inst-456-1822952153,solverTimeOut,0
inst-456-1986116737,solverTimeOut,0
inst-456-2112075539,solverTimeOut,0
inst-456-484122292,solverTimeOut,0
inst-456-633239544,tooEasy,0.526
inst-457-1822952153,solverTimeOut,0
inst-457-1986116737,graded,167.915
inst-457-2112075539,solverTimeOut,0
inst-457-484122292,tooEasy,0.039
inst-457-633239544,tooEasy,0.114
inst-460-1822952153,tooEasy,0.008
inst-460-1986116737,solverTimeOut,0
inst-460-2112075539,solverTimeOut,0
inst-460-484122292,solverTimeOut,0
inst-460-633239544,solverTimeOut,0
inst-462-1822952153,graded,177.634
inst-462-1986116737,tooEasy,0.006
inst-462-2112075539,solverTimeOut,0
inst-462-484122292,tooEasy,0.02
inst-462-633239544,tooEasy,0.031
inst-463-1710883418,tooEasy,0.021
inst-463-1822952153,tooEasy,0.026
inst-463-1986116737,tooEasy,0.096
inst-463-2112075539,tooEasy,0.013
inst-463-484122292,tooEasy,0.02
inst-463-633239544,tooEasy,0.08
inst-464-1822952153,solverTimeOut,0
inst-464-1986116737,solverTimeOut,0
inst-464-2112075539,solverTimeOut,0
inst-464-484122292,solverTimeOut,0
inst-464-633239544,solverTimeOut,0
inst-465-1822952153,graded,846.984
inst-465-1986116737,tooEasy,0.039
inst-465-2112075539,tooEasy,0.042
inst-465-484122292,solverTimeOut,0
inst-465-633239544,tooEasy,0.027
inst-468-1822952153,solverTimeOut,0
inst-468-1986116737,tooEasy,0.007
inst-468-2112075539,solverTimeOut,0
inst-468-484122292,tooEasy,0.061
inst-468-633239544,tooEasy,0.014
inst-469-1710883418,tooEasy,0.028
inst-469-1822952153,graded,29.538
inst-469-1986116737,tooEasy,0.069
inst-469-2112075539,graded,90.361
inst-469-484122292,tooEasy,0.087
inst-469-633239544,solverTimeOut,0
inst-470-1710883418,tooEasy,0.04
inst-470-1822952153,tooEasy,0.083
inst-470-1986116737,tooEasy,0.046
inst-470-2112075539,tooEasy,0.078
inst-470-484122292,tooEasy,0.045
inst-470-633239544,tooEasy,0.058
inst-471-1710883418,tooEasy,0.008
inst-471-1822952153,tooEasy,0.051
inst-471-1986116737,tooEasy,0.076
inst-471-2112075539,tooEasy,0.023
inst-471-484122292,tooEasy,0.077
inst-4-715166324,tooEasy,0.098
inst-471-633239544,tooEasy,0.077
inst-472-1710883418,tooEasy,0.032
inst-472-1822952153,tooEasy,1.794
inst-472-1986116737,solverTimeOut,0
inst-472-2112075539,tooEasy,2.867
inst-472-484122292,tooEasy,0.028
inst-472-633239544,tooEasy,0.031
inst-473-1710883418,tooEasy,0.017
inst-473-1822952153,tooEasy,0.02
inst-473-1986116737,tooEasy,0.015
inst-473-2112075539,tooEasy,0.075
inst-473-484122292,tooEasy,0.064
inst-473-633239544,tooEasy,0.043
inst-474-1822952153,tooEasy,5.591
inst-474-1986116737,tooEasy,0.162
inst-474-2112075539,tooEasy,0.042
inst-474-484122292,tooEasy,0.03
inst-474-633239544,tooEasy,0.01
inst-475-1822952153,tooEasy,0.029
inst-475-1986116737,tooEasy,0.04
inst-475-2112075539,tooEasy,0.168
inst-475-484122292,solverTimeOut,0
inst-475-633239544,solverTimeOut,0
inst-478-1710883418,tooEasy,0.045
inst-478-1822952153,solverTimeOut,0
inst-478-1986116737,tooEasy,0.036
inst-478-2112075539,tooEasy,0.029
inst-478-484122292,tooEasy,0.095
inst-478-633239544,tooEasy,0.048
inst-479-1822952153,solverTimeOut,0
inst-479-1986116737,solverTimeOut,0
inst-479-2112075539,solverTimeOut,0
inst-479-484122292,solverTimeOut,0
inst-479-633239544,solverTimeOut,0
inst-481-1710883418,tooEasy,0.254
inst-481-1822952153,tooEasy,1.556
inst-481-1986116737,tooEasy,1.976
inst-481-2112075539,tooEasy,4.637
inst-481-484122292,solverTimeOut,0
inst-481-633239544,tooEasy,0.123
inst-484-1822952153,solverTimeOut,0
inst-484-1986116737,tooEasy,0.025
inst-484-2112075539,tooEasy,0.018
inst-484-484122292,tooEasy,0.012
inst-484-633239544,solverTimeOut,0
inst-486-1822952153,solverTimeOut,0
inst-486-1986116737,tooEasy,0.234
inst-486-2112075539,solverTimeOut,0
inst-486-484122292,solverTimeOut,0
inst-486-633239544,tooEasy,0.046
inst-487-1822952153,solverTimeOut,0
inst-487-1986116737,solverTimeOut,0
inst-487-2112075539,solverTimeOut,0
inst-487-484122292,solverTimeOut,0
inst-4-875407424,solverTimeOut,0
inst-487-633239544,solverTimeOut,0
inst-488-1822952153,tooEasy,0.142
inst-488-1986116737,solverTimeOut,0
inst-488-2112075539,tooEasy,0.05
inst-488-484122292,solverTimeOut,0
inst-488-633239544,tooEasy,6.643
inst-493-1710883418,tooEasy,0.332
inst-493-1822952153,tooEasy,0.144
inst-493-1986116737,tooEasy,0.188
inst-493-2112075539,solverTimeOut,0
inst-493-484122292,tooEasy,0.131
inst-493-633239544,solverTimeOut,0
inst-494-1822952153,solverTimeOut,0
inst-494-1986116737,solverTimeOut,0
inst-494-2112075539,tooEasy,0.053
inst-494-484122292,tooEasy,0.104
inst-494-633239544,solverTimeOut,0
inst-495-1822952153,solverTimeOut,0
inst-495-1986116737,solverTimeOut,0
inst-495-2112075539,tooEasy,0.006
inst-495-484122292,solverTimeOut,0
inst-495-633239544,tooEasy,0.005
inst-497-1822952153,tooEasy,0.005
inst-497-1986116737,solverTimeOut,0
inst-497-2112075539,solverTimeOut,0
inst-497-484122292,solverTimeOut,0
inst-497-633239544,solverTimeOut,0
inst-498-1710883418,tooEasy,0.409
inst-498-1822952153,tooEasy,0.818
inst-498-1986116737,tooEasy,0.269
inst-498-2112075539,tooEasy,0.335
inst-498-484122292,tooEasy,0.894
inst-498-633239544,tooEasy,0.479
inst-499-1710883418,tooEasy,0.031
inst-499-1822952153,solverTimeOut,0
inst-499-1986116737,tooEasy,0.253
inst-499-2112075539,tooEasy,0.063
inst-499-484122292,tooEasy,0.087
inst-499-633239544,tooEasy,0.014
inst-500-1822952153,solverTimeOut,0
inst-500-1986116737,tooEasy,0.005
inst-500-2112075539,solverTimeOut,0
inst-500-484122292,tooEasy,0.035
inst-500-633239544,solverTimeOut,0
inst-502-1822952153,solverTimeOut,0
inst-502-1986116737,tooEasy,0.074
inst-502-2112075539,solverTimeOut,0
inst-502-484122292,solverTimeOut,0
inst-502-633239544,solverTimeOut,0
inst-503-1822952153,tooEasy,0.204
inst-503-1986116737,tooEasy,0.013
inst-503-2112075539,tooEasy,0.007
inst-503-484122292,solverTimeOut,0
inst-503-633239544,tooEasy,0.005
inst-505-1710883418,tooEasy,0.01
inst-505-1822952153,tooEasy,0.278
inst-505-1986116737,tooEasy,0.069
inst-505-2112075539,graded,72.182
inst-505-484122292,solverTimeOut,0
inst-505-633239544,tooEasy,0.629
inst-506-1822952153,solverTimeOut,0
inst-506-1986116737,solverTimeOut,0
inst-506-2112075539,solverTimeOut,0
inst-506-484122292,solverTimeOut,0
inst-506-633239544,solverTimeOut,0
inst-507-1822952153,tooEasy,0.005
inst-507-1986116737,graded,359.286
inst-507-2112075539,graded,166.801
inst-507-484122292,tooEasy,0.01
inst-507-633239544,solverTimeOut,0
inst-509-1710883418,tooEasy,0.012
inst-509-1822952153,tooEasy,0.237
inst-509-1986116737,tooEasy,0.025
inst-509-2112075539,tooEasy,0.742
inst-509-484122292,tooEasy,0.039
inst-509-633239544,tooEasy,0.119
inst-510-1822952153,graded,31.302
inst-510-1986116737,graded,31.314
inst-510-2112075539,solverTimeOut,0
inst-510-484122292,solverTimeOut,0
inst-510-633239544,solverTimeOut,0
inst-51-1242700005,solverTimeOut,0
inst-51-1986116737,graded,274.068
inst-513-1822952153,tooEasy,0.005
inst-513-1986116737,tooEasy,0.003
inst-513-2112075539,solverTimeOut,0
inst-513-484122292,solverTimeOut,0
inst-513-633239544,solverTimeOut,0
inst-51-484122292,solverTimeOut,0
inst-515-1822952153,tooEasy,3.393
inst-515-1986116737,tooEasy,0.072
inst-515-2112075539,tooEasy,0.044
inst-515-484122292,tooEasy,0.057
inst-515-633239544,tooEasy,0.292
inst-51-715166324,solverTimeOut,0
inst-51-875407424,solverTimeOut,0
inst-519-1822952153,solverTimeOut,0
inst-519-1986116737,tooEasy,0.069
inst-519-2112075539,solverTimeOut,0
inst-519-484122292,solverTimeOut,0
inst-519-633239544,graded,191.448
inst-521-1710883418,graded,529.327
inst-521-1822952153,solverTimeOut,0
inst-521-1986116737,tooEasy,2.072
inst-521-2112075539,tooEasy,2.524
inst-52-1242700005,solverTimeOut,0
inst-521-484122292,solverTimeOut,0
inst-521-633239544,graded,88.826
inst-52-1710883418,tooEasy,0.03
inst-52-1986116737,tooEasy,0.039
inst-52-215827268,tooEasy,0.026
inst-524-1822952153,tooEasy,0.019
inst-524-1986116737,tooEasy,0.006
inst-524-2112075539,tooEasy,0.018
inst-524-484122292,tooEasy,0.016
inst-524-633239544,tooEasy,0.007
inst-52-484122292,graded,56.84
inst-52-715166324,solverTimeOut,0
inst-527-1822952153,tooEasy,0.108
inst-527-1986116737,tooEasy,0.009
inst-527-2112075539,solverTimeOut,0
inst-527-484122292,tooEasy,0.178
inst-527-633239544,tooEasy,1.175
inst-528-1822952153,tooEasy,0.005
inst-528-1986116737,tooEasy,0.015
inst-528-2112075539,tooEasy,0.007
inst-528-484122292,tooEasy,0.015
inst-528-633239544,tooEasy,0.005
inst-52-875407424,solverTimeOut,0
inst-529-1822952153,tooEasy,0.005
inst-529-1986116737,solverTimeOut,0
inst-529-2112075539,tooEasy,2.097
